web-scraper-order,web-scraper-start-url,festival_liste,festival_liste-href,Status,Datum,Datum_Plz_Ort_Addresse_Land,Title,Inhalt,Artist,Links,Links-href
"1591796430-2652","https://www.festivalplaner.de/festivals","Wasser mit Geschmack Festival","https://www.festivalplaner.de/festival/wasser-mit-geschmack-festival","null","28.08.2021","28.08.2021 noch 444 Tage

                    73540 - Heubach

                    Stellung

                    Deutschland","Tickets","35 Euro                                       » Tickets kaufen","","» Tickets kaufen","http://wmgfestival.de/tickets"
"1591797006-5100","https://www.festivalplaner.de/festivals","StöfenparkRock","https://www.festivalplaner.de/festival/stoefenparkrock","ABGESAGT","13.06.2020","13.06.2020 noch 3 Tage

                    25709 - Marne

                    Stöfenpark

                    Deutschland","","","OXO 86","",""
"1591796465-2894","https://www.festivalplaner.de/festivals","M'era Luna","https://www.festivalplaner.de/festival/m-era-luna","null","07.08. - 08.08.2021","07.08. - 08.08.2021 noch 423 Tage

                    31137 - Hildesheim

                    Flugplatz Hildesheim

                    Deutschland","Tickets","» Tickets kaufen","","» Tickets kaufen","http://www.meraluna.de/de/tickets/kombitickets/"
"1591796868-4538","https://www.festivalplaner.de/festivals","Appletree Garden","https://www.festivalplaner.de/festival/appletree-garden","AUSVERKAUFT","30.07. - 01.08.2020","30.07. - 01.08.2020 noch 50 Tage

                    49356 - Diepholz-Lüdersbusch

                    Bürgerpark-Lüderbusch

                    Deutschland","","","Metronomy","",""
"1591796588-3390","https://www.festivalplaner.de/festivals","Die Festung Rockt","https://www.festivalplaner.de/festival/die-festung-rockt","null","29.05.2021","29.05.2021 noch 353 Tage

                    96317 - Kronach

                    Festung Rosenberg

                    Deutschland","","","Zsk","",""
"1591796786-4119","https://www.festivalplaner.de/festivals","Neopop Festival","https://www.festivalplaner.de/festival/neopop-festival","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    4900 - Viana Do Castelo 

                    Festivalgelände

                    Portugal","","","The Black Madonna","",""
"1591796786-4126","https://www.festivalplaner.de/festivals","Neopop Festival","https://www.festivalplaner.de/festival/neopop-festival","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    4900 - Viana Do Castelo 

                    Festivalgelände

                    Portugal","","","Paco Osuna","",""
"1591796640-3528","https://www.festivalplaner.de/festivals","Wald Healing","https://www.festivalplaner.de/festival/wald-healing","null","25.09. - 27.09.2020","25.09. - 27.09.2020 noch 107 Tage

                    32351 - Stemwede-Wehdem

                    Waldfrieden

                    Deutschland","Camping","ja","","null",""
"1591796811-4337","https://www.festivalplaner.de/festivals","Winterthurer Musikfestwochen","https://www.festivalplaner.de/festival/winterthurer-musikfestwochen","ABGESAGT","05.08. - 16.08.2020","05.08. - 16.08.2020 noch 56 Tage

                    8400 - Winterthur

                    Altstadt

                    Schweiz","","","King Khan & The Shrines","",""
"1591796978-4991","https://www.festivalplaner.de/festivals","Fortland","https://www.festivalplaner.de/festival/fortland","ABGESAGT","19.06. - 20.06.2020","19.06. - 20.06.2020 noch 9 Tage

                    74532 - Ilshofen

                    Arena Hohenlohe

                    Deutschland","","","Fabian Farell","",""
"1591796809-4289","https://www.festivalplaner.de/festivals","Haldern Pop","https://www.festivalplaner.de/festival/haldern-pop","ABGESAGT","06.08. - 08.08.2020","06.08. - 08.08.2020 noch 57 Tage

                    46459 - Rees-Haldern (Niederrhein)

                    Reitwiese

                    Deutschland","Camping","ja","","null",""
"1591796847-4467","https://www.festivalplaner.de/festivals","Watt En Schlick","https://www.festivalplaner.de/festival/watt-en-schlick","ABGESAGT","31.07. - 02.08.2020","31.07. - 02.08.2020 noch 51 Tage

                    26316 - Varel

                    Kurhaus Dangast Strand

                    Deutschland","","","Oil","",""
"1591796578-3361","https://www.festivalplaner.de/festivals","Africa Festival","https://www.festivalplaner.de/festival/africa-festival","null","03.06. - 06.06.2021","03.06. - 06.06.2021 noch 358 Tage

                    97082 - Würzburg

                    Mainaustraße 1

                    Deutschland","Tickets","» Tickets kaufen","","» Tickets kaufen","http://www.africafestival.org/tickets/"
"1591796484-2925","https://www.festivalplaner.de/festivals","Detect Classic Festival","https://www.festivalplaner.de/festival/detect-classic-festival","null","30.07. - 01.08.2021","30.07. - 01.08.2021 noch 415 Tage

                    17033 - Neubrandenburg

                    RWN-Gelände

                    Deutschland","Tickets","Combiticket: 60 Euro; Tagestickets zwischen 20 und 40 Euro","","null",""
"1591796455-2746","https://www.festivalplaner.de/festivals","Taubertal Festival","https://www.festivalplaner.de/festival/taubertal-festival","null","12.08. - 15.08.2021","12.08. - 15.08.2021 noch 428 Tage

                    91541 - Rothenburg o.d. Tauberhat

                    Eiswiese

                    Deutschland","Kontakt","Webseite

                            info@karo-veranstaltungen.de","","Webseite","http://www.taubertal-festival.de/"
"1591796978-4988","https://www.festivalplaner.de/festivals","Fortland","https://www.festivalplaner.de/festival/fortland","ABGESAGT","19.06. - 20.06.2020","19.06. - 20.06.2020 noch 9 Tage

                    74532 - Ilshofen

                    Arena Hohenlohe

                    Deutschland","","","Denise Schneider","",""
"1591796671-3703","https://www.festivalplaner.de/festivals","Lollapalooza Berlin","https://www.festivalplaner.de/festival/lollapalooza-berlin","ABGESAGT","05.09. - 06.09.2020","05.09. - 06.09.2020 noch 87 Tage

                    14053 - Berlin

                    Olympiastadion & Olympiapark

                    Deutschland","","","Moli","",""
"1591796790-4188","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Leaves Eyes","",""
"1591796519-3028","https://www.festivalplaner.de/festivals","Pohoda Festival","https://www.festivalplaner.de/festival/pohoda-festival","null","08.07. - 10.07.2021","08.07. - 10.07.2021 noch 393 Tage

                    91104 - Trencín

                    Trencín Airport

                    Slowakei","Kontakt","Webseite","","Webseite","http://www.pohodafestival.sk/"
"1591796574-3347","https://www.festivalplaner.de/festivals","Punk In Drublic Hannover","https://www.festivalplaner.de/festival/punk-in-drublic-hannover","null","05.06.2021","05.06.2021 noch 360 Tage

                    30451 - Hannover

                    Faust Wiese (Open Air)

                    Deutschland","","","Comeback Kid","",""
"1591796675-3742","https://www.festivalplaner.de/festivals","Impericon Oberhausen","https://www.festivalplaner.de/festival/impericon-oberhausen","null","05.09.2020","05.09.2020 noch 87 Tage

                    46047 - Oberhausen

                    Turbinenhalle

                    Deutschland","","","Your Demise","",""
"1591796801-4240","https://www.festivalplaner.de/festivals","Rock auf der Burg","https://www.festivalplaner.de/festival/rock-auf-der-burg-1","null","08.08.2020","08.08.2020 noch 59 Tage

                    61462 - Königstein im Taunus

                    Burg Königstein

                    Deutschland","","","Chiefland","",""
"1591796556-3287","https://www.festivalplaner.de/festivals","Hurricane","https://www.festivalplaner.de/festival/hurricane","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    27383 - Scheeßel

                    Eichenring

                    Deutschland","","","Modeselektor","",""
"1591796682-3752","https://www.festivalplaner.de/festivals","Hexentanz","https://www.festivalplaner.de/festival/hexentanz","null","04.09. - 06.09.2020","04.09. - 06.09.2020 noch 86 Tage

                    66679 - Losheim am See

                    Stausee

                    Deutschland","","","Eisbrecher","",""
"1591796964-4908","https://www.festivalplaner.de/festivals","Schlossberg Festival Punk & Ska","https://www.festivalplaner.de/festival/schlossberg-festival-punk-ska","ABGESAGT","27.06.2020","27.06.2020 noch 17 Tage

                    78089 - Unterkirnach

                    Freihlichtbühne

                    Deutschland","","","Die Dorks","",""
"1591796973-4964","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Raised Fist","",""
"1591796646-3541","https://www.festivalplaner.de/festivals","OPR Festival","https://www.festivalplaner.de/festival/opr-festival","null","18.09. - 20.09.2020","18.09. - 20.09.2020 noch 100 Tage

                    16831 - Rheinsberg

                    Festplatte

                    Deutschland","","","Fräulein Tonspur","",""
"1591796978-4992","https://www.festivalplaner.de/festivals","Fortland","https://www.festivalplaner.de/festival/fortland","ABGESAGT","19.06. - 20.06.2020","19.06. - 20.06.2020 noch 9 Tage

                    74532 - Ilshofen

                    Arena Hohenlohe

                    Deutschland","","","Felix & Dean","",""
"1591796828-4374","https://www.festivalplaner.de/festivals","Sziget","https://www.festivalplaner.de/festival/sziget","ABGESAGT","05.08. - 11.08.2020","05.08. - 11.08.2020 noch 56 Tage

                    1051 - Budapest

                    Obudai-Donauinsel

                    Ungarn","","","Denzel Curry","",""
"1591796790-4200","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Opeth","",""
"1591796790-4156","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Dawn Of Disease","",""
"1591796688-3841","https://www.festivalplaner.de/festivals","Immergut Festival","https://www.festivalplaner.de/festival/immergut-festival","null","03.09. - 05.09.2020","03.09. - 05.09.2020 noch 85 Tage

                    17235 - Neustrelitz

                    Festivalgelände

                    Deutschland","","","Paramida","",""
"1591796847-4454","https://www.festivalplaner.de/festivals","Watt En Schlick","https://www.festivalplaner.de/festival/watt-en-schlick","ABGESAGT","31.07. - 02.08.2020","31.07. - 02.08.2020 noch 51 Tage

                    26316 - Varel

                    Kurhaus Dangast Strand

                    Deutschland","","","Buntspecht","",""
"1591796978-5003","https://www.festivalplaner.de/festivals","Fortland","https://www.festivalplaner.de/festival/fortland","ABGESAGT","19.06. - 20.06.2020","19.06. - 20.06.2020 noch 9 Tage

                    74532 - Ilshofen

                    Arena Hohenlohe

                    Deutschland","","","Felix Kröcher","",""
"1591796665-3630","https://www.festivalplaner.de/festivals","Holle Rock","https://www.festivalplaner.de/festival/holle-rock","null","11.09. - 12.09.2020","11.09. - 12.09.2020 noch 93 Tage

                    37235 - Hessisch Lichtenau

                    Ehemaliges Freibadgelände

                    Deutschland","","","The Djuks","",""
"1591796790-4178","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Havok","",""
